timestamp,price,market_cap,volume
2024-07-16,3446.3166084295353,414012347905.0644,21455457462.53927
2024-07-17,3451.7767908947594,413987841382.2538,20631770765.08282
2024-07-18,3388.2330780009866,407908628077.67224,16959762091.041662
2024-07-19,3426.4012909667954,411931311033.7183,14604440541.203331
2024-07-20,3506.056009453396,421512721859.9936,17608557283.6088
2024-07-21,3518.0711981191157,422963751879.5623,9557516582.920105
2024-07-22,3537.3777296716603,425147078657.22327,10888271659.269457
2024-07-23,3446.939774915217,413716201586.6902,18547259357.273033
2024-07-24,3481.4556694123003,418568553564.9385,25303142504.113365
