timestamp,price,market_cap,volume
2024-07-08 21:11:49.913,56189.472665363304,1109072625710.5103,42908929431.147255
2024-07-08 22:11:10.054,56575.6391876632,1118726683257.7725,39766995666.22894
2024-07-08 23:11:24.068,56629.642680243116,1117692502472.4282,42371815518.2463
2024-07-09 00:11:34.787,56656.077519140876,1118360891710.498,37441905810.69542
2024-07-09 01:12:14.503,56652.670180661175,1115303482421.2332,39309731313.63662
2024-07-09 02:12:03.680,56537.89393298765,1114910306990.3367,37979977002.13737
2024-07-09 03:01:44.520,57046.177208635614,1125903013496.6135,37613110738.786285
2024-07-09 04:00:28.293,57249.33058293234,1125671283126.8647,37562925735.99353
2024-07-09 05:02:49.184,57350.80626484425,1126643586302.0417,37234378728.55422
2024-07-09 06:08:38.831,57203.67043538741,1130697156754.0999,36897245420.07219
2024-07-09 07:13:36.466,57445.96050089266,1132917608144.4927,36877298833.575874
2024-07-09 08:02:45.437,57035.29781246321,1128103139508.8486,37239269304.039856
2024-07-09 09:01:32.965,57569.56359723347,1135254868685.7463,35576564385.16454
2024-07-09 10:07:52.904,57609.835223134076,1135932107864.4363,33606807103.074783
2024-07-09 11:07:44.802,57365.17967731459,1131225338351.5137,32525791873.917534
2024-07-09 12:02:06.367,57430.07503978041,1132355526184.6155,29455053720.80144
2024-07-09 13:05:16.148,57314.81306241486,1130232352017.2288,32094428450.089878
2024-07-09 14:03:04.544,57299.48245282225,1127347055575.3022,31626824143.445915
2024-07-09 15:09:50.802,57046.93007318228,1129430883943.6924,27141516280.562016
2024-07-09 16:03:32.067,57498.42673511476,1133853163149.1108,28626917822.627403
2024-07-09 17:09:45.995,57735.56914114846,1138389250659.4333,26495494325.058475
2024-07-09 18:08:57.178,57482.99678227092,1131790667220.971,28249444830.615147
2024-07-09 19:07:59.268,57747.37126323914,1141960962514.373,28815516445.62619
2024-07-09 20:12:36.111,57853.374358103756,1139863720526.6802,15476317992.078873
2024-07-09 21:09:05.172,57881.227013618976,1141987125338.7698,20651818252.200245
2024-07-09 22:03:43.757,57805.457000784845,1139750051831.2803,26077100666.09322
2024-07-09 23:00:58.081,58104.584924006485,1145267671704.4373,25414424297.45084
