timestamp,price,market_cap,volume
2024-07-17 22:06:34.001,64352.04165931211,1269525809010.2856,34536195175.907234
2024-07-17 23:05:02.078,64288.46405518303,1267776829270.1365,32688364531.645157
2024-07-18 00:03:21.358,64101.49229397971,1266016458007.3477,33430369739.12787
2024-07-18 01:00:44.078,64543.149741454596,1270793624868.0137,32909008108.687084
2024-07-18 02:04:32.166,64667.536281704495,1275705735686.873,31166475412.100075
2024-07-18 03:09:16.174,64638.949054802986,1276163275653.2615,32599238395.821133
2024-07-18 04:09:22.208,64785.32198038902,1280016430585.1938,32155535190.72421
2024-07-18 05:11:34.973,64639.0270103694,1275180198977.7737,32063219464.008984
2024-07-18 06:11:34.851,64817.12652407137,1277175185062.4854,32494826300.996563
2024-07-18 07:06:04.201,65005.47170329841,1282977279013.6545,32321101696.64108
2024-07-18 08:03:31.488,64714.2525694089,1276587757490.637,29793757928.15591
2024-07-18 09:02:37.499,64955.2253984854,1281371619671.6099,30770538158.1191
2024-07-18 10:12:04.854,64720.07674355206,1277850055147.3157,30687689432.526184
2024-07-18 11:10:54.036,64619.52454366042,1274911863103.534,29342044216.521595
2024-07-18 12:01:47.150,64667.49854157397,1275620712528.228,29818210864.26903
2024-07-18 13:00:09.263,64897.466640545805,1280391492671.8047,29507592928.0332
2024-07-18 14:04:07.986,64654.91835236968,1275468134601.2327,29165388893.076313
2024-07-18 15:09:43.163,63771.94116284888,1260269066299.4363,27537593241.285088
2024-07-18 16:14:05.584,63676.04850620038,1256047944615.1584,30157800782.127937
2024-07-18 17:09:33.031,63940.49373036791,1260678261983.64,27223920502.532284
2024-07-18 18:02:56.875,63590.66331234905,1254466522633.2937,28136803991.122967
2024-07-18 19:02:17.513,63590.63618283955,1254905948419.6685,29142673647.861668
2024-07-18 20:12:13.311,63604.750257719155,1254051038409.2935,29142386190.46868
2024-07-18 21:08:27.350,63747.28527433048,1257637538702.2715,24729363250.700447
2024-07-18 22:12:18.848,63705.35583839652,1257104349780.7415,28578175653.761433
2024-07-18 23:11:47.763,63981.370034196996,1262950220635.1274,28369738183.74712
2024-07-19 00:08:47.153,63975.96715356269,1262011182714.7068,24035686607.754494
2024-07-19 01:05:30.831,63565.528204915856,1254022924279.6477,25380958617.86012
2024-07-19 02:02:30.260,63809.22054036418,1258286457202.8584,28235944091.706482
2024-07-19 03:05:21.433,63838.349226737955,1259375822246.665,25480004348.33115
2024-07-19 04:12:02.194,64192.30665062532,1267184335055.0723,27576109454.736187
2024-07-19 05:09:45.217,64130.08316868449,1265394327427.5498,27278600294.385124
2024-07-19 06:00:23.847,64221.280424641045,1267250643840.2568,22471157960.929
2024-07-19 07:05:27.229,64183.36643211268,1266655206294.0928,26909653702.323166
2024-07-19 08:11:06.615,63824.805155061695,1258544873546.1052,27804908548.421574
2024-07-19 09:08:58.242,63869.76609325864,1258569787055.4631,25850416751.72026
2024-07-19 10:04:21.983,63672.044363448615,1256745259684.709,26842077898.14979
2024-07-19 11:06:44.573,64091.17432236077,1262931881192.283,29223336615.575157
2024-07-19 12:04:19.242,64043.14970164301,1262466677909.2876,18430740450.83365
2024-07-19 13:10:52.763,64397.689991955085,1269141464018.1533,28936208310.202812
2024-07-19 14:07:28.356,65163.527672846656,1285530369519.7498,30906734002.243717
2024-07-19 15:00:11.015,65658.89779660033,1295355660595.7148,32394894648.433426
2024-07-19 16:09:30.870,66380.8935458446,1302713002528.363,32673526411.338013
2024-07-19 17:09:30.105,66302.72588518042,1309536496932.6846,34493522998.55168
2024-07-19 18:12:07.621,66571.72882588342,1317912492750.1436,21061067332.42065
2024-07-19 19:02:41.784,66829.52204964789,1316481225515.542,35911159816.87129
2024-07-19 20:02:34.315,67265.13367947098,1328136025293.7014,38262796377.61919
